Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
zackmweinstein,UCBerkeley_Altman,2021-09-07,2021-09-08,19,855.7086111111112,40.46666666666667,4.34076062450682,2.23497702897413,8.318333333333333,1000.0166666666652,11828
achapp,BiostatsChapple,2021-09-07,2021-09-08,31,30.2375,4.55,1.5284330244313395,0.6715061814297947,2.4833333333333334,1019.0111111111106,1187
cody.messick,UTAustin_Zimmerman,2021-08-19,2021-08-19,15,17.159444444444443,18.766666666666666,13.546929824561403,2.6347896261882098,17.733333333333334,1014.5366666666663,76
ezw,MIT_Chakraborty,2021-08-30,2021-09-02,27,13.99611111111111,63.4,36.51159420289855,23.61945431398596,58.15333333333333,1042.263611111111,23
ericj,UChicago_Jonas,2021-08-22,2021-08-22,16,144.22027777777777,119.66666666666667,10.240493096646942,9.33152669302873,22.39333333333333,1000.5036111111125,845
wenbin,WSU_3DHydro,2021-09-03,2021-09-03,31,1436.6177777777777,102.3,18.142931312706096,27.02330918308169,69.39666666666668,1000.0058333333333,4751
zfang,TexasAM_Fang,2021-09-09,2021-09-09,15,110.20416666666667,27.566666666666666,13.949894514767932,7.262256736307788,23.316666666666666,1000.4944444444437,474
cdlewis,UTulsa_Booth,2021-08-21,2021-08-21,18,6155.1575,20.25,10.425696581317224,5.341473736649207,17.933333333333334,1000.0347222222414,35423
itakei,MMHA,2021-08-16,2021-08-17,16,97.75527777777778,448.5,104.73779761904761,190.72111864151125,448.5,1003.6949999999997,56
TimtheTyrant,UCSD_Rappel,2021-08-24,2021-08-25,23,127.5261111111111,10.833333333333334,4.864314473405383,2.6829107484688484,8.333333333333334,1000.2466666666678,1573
zyang627,UNL_Yang,2021-09-04,2021-09-11,30,1.9519444444444445,5.183333333333334,1.1482026143790849,0.7358190203495483,1.9233333333333333,1010.3261111111111,102
justbennet,Michigan_Seelbach,2021-08-27,2021-08-28,27,9.1,19.1,5.628865979381444,3.7758656686677288,11.163333333333332,1008.5150000000004,97
jborrel00,FEMyo,2021-09-09,2021-09-10,40,110.95166666666667,3.2666666666666666,0.11816358408179205,0.15133396376619598,0.31666666666666665,1000.1194444444695,56338
rsajith,UCBerkeley_Altman,2021-08-21,2021-09-01,28,8280.686944444444,35.06666666666667,5.502422245602377,2.7903468509494926,9.65,1000.001388888809,90295
yquan,UCDavis_Pickett,2021-08-23,2021-09-07,37,145.2613888888889,9.7,1.9629917417417417,1.6787562788178532,2.9166666666666665,1000.8569444444433,4440
Soham0710,BiostatsChapple,2021-08-24,2021-08-24,25,109.21888888888888,9.633333333333333,5.209167991520933,2.6777707910983892,8.816666666666666,1000.1941666666673,1258
Omria,chemml,2021-08-24,2021-08-31,30,226.89833333333334,80.68333333333334,18.751928374655645,16.009453245226958,34.42166666666667,1001.2722222222227,726
stoessl,Hawaii_Doetinchem,2021-08-25,2021-08-25,26,1139.5511111111111,19.666666666666668,10.723504809703053,4.89361607473769,17.533333333333335,1000.4713888889818,6376
stranda,holosim,2021-08-26,2021-08-26,27,14.19111111111111,11.7,3.6387464387464385,1.687212175859987,5.525,1004.6847222222231,234
valetov,LancasterPPS,2021-08-30,2021-08-30,31,29.93638888888889,10.083333333333334,3.145680093403386,1.6525695685694162,6.046666666666667,1000.223333333333,571
