Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Aggregate Core Hours,Number of Jobs
golmoham,SourceCoding,2021-05-13,2021-05-13,21,456.2608333333333,1000.291388888886,2581
tylern,"CLAS12,SC_Gothe",2021-05-20,2021-05-27,33,10.00361111111111,1002.6652777777775,248
zackmweinstein,UCBerkeley_Altman,2021-05-19,2021-05-19,16,729.8138888888889,1000.5277777777754,2340
maplewen,UCMerced_Han,2021-05-10,2021-05-10,17,251.8436111111111,1000.9702777777776,335
ckc,eht,2021-05-16,2021-05-16,26,34.22277777777778,1000.2794444444447,619
mclauchc,SC_Gothe,2021-05-10,2021-05-13,22,36.05277777777778,1002.1572222222222,459
achapp,BiostatsChapple,2021-05-07,2021-05-07,16,20.164444444444445,1000.198333333333,275
anushd,EvolSims,2021-05-18,2021-05-27,24,366.4838888888889,1000.2086111111106,2128
nishantpanicker,BiomedInfo,2021-05-05,2021-05-05,16,69.52333333333333,1001.1155555555545,1814
mzeng,UCSD_YZYou,2021-05-23,2021-05-23,16,78.87944444444445,1220.2727777777777,2
chunshen1987,WSU_3DHydro,2021-05-16,2021-05-25,22,75.85555555555555,1006.5880555555557,53
bastodian,Guam_Bentlage,2021-05-17,2021-05-18,27,20312.2075,1000.0058333333174,49817
yangpink,EvolSims,2021-05-04,2021-05-07,17,663.1577777777778,1000.9952777777778,1024
ghutchis,chemml,2021-05-10,2021-05-11,23,4.523055555555556,1021.4058333333332,48
mmilhave,ASU_Pfeifer,2021-05-14,2021-05-17,27,441.16,1001.3111111111117,944
pameyer,SBGrid,2021-05-19,2021-05-21,33,178.14,1000.0397222222485,39320
