Username,ProjectName,Start Time,End Time,Days of Zero Usage,Aggregate Hours In Queue,Max Minutes In Queue,Average Minutes In Queue,Standard Deviation in Minutes,90% Queue Time in Minutes,Aggregate Core Hours,Number of Jobs
chenzhuo,MIT_Choi,2022-09-09,2022-09-09,17,891.9263888888889,27.583333333333332,7.417267267267267,5.3779367499919495,15.706666666666667,1000.3088888888892,7215
violachenyt,EvolSims,2022-09-14,2022-09-14,25,52.66361111111111,2.5,1.5942566431214262,0.48000394329524915,2.2333333333333334,1000.5449999999994,1982
jclark1,UserSchool2015,2022-09-01,2022-09-01,16,0.9988888888888889,59.93333333333333,59.93333333333333,0.0,0.0,3232.52,1
mad,"NCSU_Hall,OSGUserSchool2022",2022-09-13,2022-09-14,22,0.9969444444444444,1.8166666666666667,0.6166666666666667,0.30378591084780354,1.01,1006.409722222222,97
chaika7191,WSU_3DHydro,2022-09-08,2022-09-08,33,4.3213888888888885,7.783333333333333,2.423208722741433,1.8452439814837553,5.6866666666666665,1000.6758333333339,107
lhli,"MIT_Kardar,MIT_Choi",2022-09-11,2022-09-11,15,10092.539166666667,37.483333333333334,23.37769177315369,8.937136542239703,34.7,1000.0316666666837,25903
langnerp,UCAnschutz_Langner,2022-09-12,2022-09-12,16,8.3025,38.65,4.487837837837838,4.794139912933028,9.9,1005.0044444444446,111
ericking,MOLLER,2022-08-24,2022-08-24,19,239.36333333333334,31.483333333333334,14.376176176176177,8.553480730894067,27.333333333333332,1000.6711111111103,999
roxy,USU_Kaundal,2022-08-25,2022-08-31,23,125.08611111111111,19.333333333333332,8.311369509043928,6.414444710437334,17.366666666666667,1000.2374999999993,903
TimtheTyrant,UCSD_Rappel,2022-09-05,2022-09-05,29,36.32666666666667,15.166666666666666,4.657264957264958,3.966861081623755,12.166666666666666,1000.5983333333337,468
pjohri,DemoSims,2022-08-26,2022-08-30,17,757.3369444444445,88.3,7.421234144482552,4.678748682405254,12.576666666666666,1000.0874999999908,6123
mjanssen,eht,2022-08-31,2022-09-01,20,1.3772222222222221,1.8166666666666667,0.16526666666666667,0.22040537741652672,0.315,1004.5091666666664,500
shaan_patel,UTA_Cuntz,2022-08-26,2022-08-27,21,5.329166666666667,3.5833333333333335,0.9460059171597632,0.407212817696882,1.3333333333333333,1000.2866666666665,338
dmitrius,UNM_Gulisija,2022-09-11,2022-09-14,37,25.994722222222222,12.733333333333333,1.609580323357413,2.33255255689308,4.5,1004.9475,969
mclauchc,SC_Gothe,2022-09-13,2022-09-13,34,20.246944444444445,14.65,6.711694290976059,4.083643958234816,12.546666666666665,1000.7166666666669,181
phiht,UConn_Le,2022-08-30,2022-08-30,23,14.77,12.45,0.47850971922246216,0.373515605139704,0.7333333333333333,1000.2763888888891,1852
valetov,"MSU_Berz,LancasterPPS",2022-08-19,2022-08-19,16,6.000555555555556,3.0166666666666666,1.2588578088578088,0.2561622916663404,1.3666666666666667,1000.2063888888882,286
vbondar,PainDrugs,2022-08-19,2022-08-19,16,43.545833333333334,12.116666666666667,2.1207386363636362,1.9378670952909747,4.3,1000.958888888889,1232
eswright,BiomedInfo,2022-08-19,2022-08-20,16,44.72277777777778,31.9,13.552356902356902,9.41549751216498,26.868333333333332,1003.7777777777774,198
jakea,UCSD_Gilson,2022-08-28,2022-08-28,25,2282.339722222222,34.8,13.928029224301602,2.621265823385835,16.4,1000.034444444446,9832
maplewen,UCMerced_Han,2022-08-29,2022-08-29,26,191.17638888888888,1115.65,18.62107683982684,45.26604777580456,28.0,1000.1713888888896,616
stranda,holosim,2022-08-29,2022-09-01,26,50.89138888888889,31.783333333333335,1.3923772609819123,2.5797667933704673,2.143333333333333,1000.2374999999987,2193
howardjp,JHU_Howard,2022-09-05,2022-09-15,40,2689.6205555555557,797.6833333333333,219.26254528985507,327.0251425175475,767.27,1000.3236111111097,736
yangpink,EvolSims,2022-09-09,2022-09-09,37,123.88805555555555,27.883333333333333,17.04881498470948,9.539870651825309,27.1,1006.3950000000001,436
